ensembl_gene_id,gene_name
ENSG00000229939,RP11-111F16.2
ENSG00000225031,EIF4BP7
ENSG00000186288,PABPC1L2A
ENSG00000236189,RPL18AP15
ENSG00000201420,RNA5SP512
ENSG00000229487,ALG13-AS1
ENSG00000204025,TRPC5OS
ENSG00000227159,DDX11L16
ENSG00000271421,RP1-269O5.3
ENSG00000265858,AL031176.1
ENSG00000271464,DPRXP7
ENSG00000233861,RP13-36C9.4
ENSG00000271400,RP13-266I11.1
ENSG00000200436,Y_RNA
ENSG00000146950,SHROOM2
ENSG00000238200,RP13-36C9.5
ENSG00000213652,HMGB3P30
ENSG00000101882,NKAP
ENSG00000230162,RP11-97N5.2
ENSG00000263351,MIR4329
ENSG00000243011,RN7SL266P
ENSG00000219930,GAPDHP67
ENSG00000232025,RP1-218B13.1
ENSG00000252930,RNU6-1015P
ENSG00000238811,snoU13
ENSG00000102007,PLP2
ENSG00000231513,RP11-274K13.5
ENSG00000239080,snoU13
ENSG00000230079,RP11-535K18.2
ENSG00000234469,AC002365.1
ENSG00000266272,Z97632.1
ENSG00000216060,MIR934
ENSG00000199424,Y_RNA
ENSG00000252320,RNU6-320P
ENSG00000233093,LINC00892
ENSG00000047644,WWC3
ENSG00000012211,PRICKLE3
ENSG00000212510,RNU6-972P
ENSG00000271339,RP11-1114A5.6
ENSG00000231164,RPL7P56
ENSG00000225125,RANP4
ENSG00000202279,Y_RNA
ENSG00000232611,RP11-1114A5.4
ENSG00000225400,RP11-1114A5.5
ENSG00000206979,SNORD61
ENSG00000234062,RP11-308D16.4
ENSG00000235329,RP5-1168A5.1
ENSG00000220541,RP5-1170D6.1
ENSG00000241743,RP5-964N17.1
ENSG00000270524,QTRT1P1
ENSG00000201674,U3
ENSG00000232379,RP11-308D16.1
ENSG00000207220,RNU1-57P
ENSG00000240327,RN7SL93P
ENSG00000212611,SNORD30
ENSG00000230502,CTD-2230M5.1
ENSG00000271686,CTD-2230M5.3
ENSG00000241150,RP11-308D16.2
ENSG00000226547,SSU72P1
ENSG00000224664,RPL36AP53
ENSG00000208839,SNORA35
ENSG00000263653,AC007025.1
ENSG00000212100,MIR764
ENSG00000222321,MIR1912
ENSG00000221710,MIR1298
ENSG00000222715,MIR1911
ENSG00000073464,CLCN4
ENSG00000270497,RP1-290F12.3
ENSG00000234019,RP11-236P24.3
ENSG00000232593,LINC01155
ENSG00000235224,RP11-236P24.1
ENSG00000251707,RNU7-37P
ENSG00000231340,ACTG1P10
ENSG00000266700,AL139396.1
ENSG00000227329,RP11-258C19.4
ENSG00000270189,RP11-258C19.7
ENSG00000235262,KDM5C-IT1
ENSG00000226299,RP6-29D12.4
ENSG00000207408,Y_RNA
ENSG00000236571,RP6-29D12.3
ENSG00000234413,RP6-29D12.2
ENSG00000233250,RP3-339A18.6
ENSG00000235416,RP3-339A18.3
ENSG00000199422,VTRNA3-1P
ENSG00000263522,Z97054.1
ENSG00000271886,MIR98
ENSG00000208012,MIRLET7F2
ENSG00000237307,SRRM1P3
ENSG00000224735,RP11-272G22.1
ENSG00000226110,RP11-272G22.2
ENSG00000102003,SYP
ENSG00000229037,RP11-272G22.3
ENSG00000204118,NAP1L6
ENSG00000235916,RP13-444K19.1
ENSG00000201618,RNA5SP505
ENSG00000252175,U3
ENSG00000224949,RP11-161N3.3
ENSG00000234566,RPL7AP71
ENSG00000186462,NAP1L2
ENSG00000207104,RNU6-434P
ENSG00000215197,PGAM4P1
ENSG00000221716,SNORA11
ENSG00000131264,CDX4
ENSG00000221750,SNORA11
ENSG00000234466,RP11-266I3.1
ENSG00000186678,RP11-266I3.7
ENSG00000229760,RP11-266I3.5
ENSG00000231947,MTND2P24
ENSG00000101871,MID1
ENSG00000238047,MTND1P30
ENSG00000204116,CHIC1
ENSG00000203989,RHOXF2B
ENSG00000251617,RP11-382F24.1
ENSG00000224773,HSPA8P7
ENSG00000263845,AL390879.1
ENSG00000214748,RP11-332E4.1
ENSG00000237584,RAC1P4
ENSG00000101883,RHOXF1
ENSG00000199001,MIR448
ENSG00000270413,RP11-810O3.2
ENSG00000224765,RP1-137H15.2
ENSG00000131721,RHOXF2
ENSG00000187969,ZCCHC13
ENSG00000222122,RNU6-648P
ENSG00000238223,RP6-204F4.2
ENSG00000239579,RN7SL325P
ENSG00000229562,ZFYVE9P1
ENSG00000236080,YAP1P2
ENSG00000222114,RNU6-985P
ENSG00000252163,RN7SKP31
ENSG00000147100,SLC16A2
ENSG00000177485,ZBTB33
ENSG00000183981,MAGEA13P
ENSG00000271907,SNORA35
ENSG00000212241,Y_RNA
ENSG00000235656,RPL36P18
ENSG00000237332,RP5-878I13.1
ENSG00000004961,HCCS
ENSG00000131263,RLIM
ENSG00000125355,TMEM255A
ENSG00000271021,RP5-878I13.2
ENSG00000271826,RP1-93I3.1
ENSG00000252441,SNORA64
ENSG00000270431,RP1-241P17.7
ENSG00000227881,ASS1P5
ENSG00000169057,MECP2
ENSG00000234785,EEF1GP5
ENSG00000264759,AC005000.2
ENSG00000255927,AC005000.1
ENSG00000050030,KIAA2022
ENSG00000229335,RP1-241P17.1
ENSG00000232765,RP11-382F24.2
ENSG00000266328,hsa-mir-4536-2
ENSG00000200635,Y_RNA
ENSG00000235244,RP11-761E20.1
ENSG00000235136,RP13-146A14.1
ENSG00000229594,RP11-167P23.4
ENSG00000266828,RN7SL712P
ENSG00000231371,AKR1B1P8
ENSG00000169164,RP11-167P23.2
ENSG00000047648,ARHGAP6
ENSG00000234558,API5P1
ENSG00000252961,SNORD112
ENSG00000227486,RP13-188A5.1
ENSG00000207033,RNU6-154P
ENSG00000236077,RP11-232D9.2
ENSG00000214745,RP11-54I5.1
ENSG00000234135,RPL23AP83
ENSG00000237860,RP11-232D9.4
ENSG00000230105,RP11-431N15.2
ENSG00000204272,RP11-622K12.1
ENSG00000230159,RP11-232D9.3
ENSG00000237748,UQCRBP1
ENSG00000214930,KRT8P6
ENSG00000224217,RP11-232D9.1
ENSG00000224799,RP11-445O16.3
ENSG00000237708,RP11-445O16.2
ENSG00000226310,RP3-323P24.3
ENSG00000232183,RP6-27P15.2
ENSG00000206752,RNU6-1323P
ENSG00000213526,SETP8
ENSG00000231765,PPP1R11P2
ENSG00000131269,ABCB7
ENSG00000207800,MIR504
ENSG00000231831,MTHFD1P1
ENSG00000226031,FGF13-AS1
ENSG00000238066,RP3-378P9.1
ENSG00000224314,RP3-378P9.2
ENSG00000102001,CACNA1F
ENSG00000215174,RP13-487C10.1
ENSG00000227427,RP1-49C23.1
ENSG00000228004,MYCLP2
ENSG00000235975,RP1-106C24.1
ENSG00000173954,SNURFL
ENSG00000232549,SRD5A1P1
ENSG00000216114,AL033403.1
ENSG00000238485,snoU13
ENSG00000221375,RNU6ATAC23P
ENSG00000252719,SNORA18
ENSG00000207633,MIR505
ENSG00000233145,RP11-364B14.1
ENSG00000235124,KRT8P17
ENSG00000214653,HNRNPA3P3
ENSG00000236852,RP11-3D23.1
ENSG00000241248,RN7SL727P
ENSG00000230707,RP11-364B14.3
ENSG00000231110,AC004070.1
ENSG00000125363,AMELX
ENSG00000224942,RP11-51C14.1
ENSG00000263377,AL121875.1
ENSG00000225758,RPS17P17
ENSG00000230668,XXyac-YR29IB3.1
ENSG00000221081,MIR320D2
ENSG00000229269,RP11-298A8.2
ENSG00000207041,RNU6-3P
ENSG00000214925,RP3-507I15.1
ENSG00000200291,Y_RNA
ENSG00000239500,RP1-169K13.3
ENSG00000237458,TUBB4BP3
ENSG00000235170,MTND1P31
ENSG00000228182,MTND2P25
ENSG00000234570,ZFRP1
ENSG00000005302,MSL3
ENSG00000230823,CBX1P1
ENSG00000234524,RPL12P43
ENSG00000270619,RP11-197B12.1
ENSG00000264567,AL391803.1
ENSG00000235437,RP11-357C3.3
ENSG00000261212,RP3-507I15.2
ENSG00000213423,RBMX2P2
ENSG00000227779,GS1-164F24.1
ENSG00000226574,SPANXA2-OT1
ENSG00000223438,RP1-171K16.5
ENSG00000236205,RP3-406C18.1
ENSG00000225469,RP3-406C18.2
ENSG00000250625,RP1-142F18.2
ENSG00000201000,RNA5SP516
ENSG00000266319,AL080272.1
ENSG00000239188,snoU13
ENSG00000233661,SPIN4-AS1
ENSG00000102076,OPN1LW
ENSG00000231729,ARHGEF9-IT1
ENSG00000236813,BTF3P8
ENSG00000222532,MIR1468
ENSG00000232794,HNRNPDP1
ENSG00000169933,FRMPD4
ENSG00000202473,RN7SKP81
ENSG00000101911,PRPS2
ENSG00000199878,RN7SKP149
ENSG00000227303,GS1-256O22.5
ENSG00000226064,PGBD4P6
ENSG00000235539,MTND1P33
ENSG00000102080,TEX28P2
ENSG00000230130,RP5-1189K21.2
ENSG00000221505,AL030997.1
ENSG00000227675,GS1-256O22.1
ENSG00000213924,HNRNPH1P2
ENSG00000225970,RP3-526F5.2
ENSG00000235729,RP11-29O6.2
ENSG00000224630,RP1-169P22.2
ENSG00000235598,RRM2P4
ENSG00000215054,HNRNPCP10
ENSG00000201912,RN7SKP189
ENSG00000147380,OPN1MW
ENSG00000233548,CYCSP44
ENSG00000234712,RP11-143G3.1
ENSG00000231093,RP13-150K15.1
ENSG00000196664,TLR7
ENSG00000270709,GS1-115M3.4
ENSG00000216032,AL445258.1
ENSG00000252219,hsa-mir-892c
ENSG00000216075,MIR890
ENSG00000216005,MIR888
ENSG00000215943,MIR892A
ENSG00000182242,TEX28P1
ENSG00000216098,MIR892B
ENSG00000216064,MIR891B
ENSG00000216056,MIR891A
ENSG00000201594,RNA5SP517
ENSG00000234748,RP11-183K14.1
ENSG00000166160,OPN1MW2
ENSG00000101916,TLR8
ENSG00000205542,TMSB4X
ENSG00000226010,RP11-403E24.1
ENSG00000244006,RN7SL799P
ENSG00000213754,RP11-284B18.3
ENSG00000101997,CCDC22
ENSG00000230889,SHC1P1
ENSG00000227261,YWHAZP7
ENSG00000226502,KRT8P27
ENSG00000225814,GRPEL2P2
ENSG00000236982,RP13-100A9.2
ENSG00000237971,RP11-231N9.1
ENSG00000222596,AL445523.1
ENSG00000225569,CCT4P2
ENSG00000231857,MORF4L1P5
ENSG00000187268,FAM9C
ENSG00000237963,RP11-151G12.2
ENSG00000228158,TLE1P1
ENSG00000227534,RP3-323B6.1
ENSG00000227942,FRMD8P1
ENSG00000231809,NANOGP9
ENSG00000185254,TEX28
ENSG00000233833,ETF1P3
ENSG00000123594,ATXN3L
ENSG00000230039,RP11-314A15.2
ENSG00000217835,RP6-159A1.2
ENSG00000237311,RP6-159A1.3
ENSG00000207939,MIR223
ENSG00000215168,RP11-30M20.1
ENSG00000237294,EIF4BP9
ENSG00000231356,RP13-238N7.2
ENSG00000226820,RP11-747I9.1
ENSG00000235892,PKMP2
ENSG00000198759,EGFL6
ENSG00000007350,TKTL1
ENSG00000176896,TCEANC
ENSG00000123595,RAB9A
ENSG00000222667,RNU6-394P
ENSG00000226280,RP6-22P16.1
ENSG00000233710,RP4-808O4.2
ENSG00000196459,TRAPPC2
ENSG00000234201,RP11-383C12.2
ENSG00000260118,RP6-201G10.2
ENSG00000228328,RP11-516A11.1
ENSG00000252145,RNU6-1225P
ENSG00000228125,RP11-516A11.3
ENSG00000206646,Y_RNA
ENSG00000225925,RP13-313G19.2
ENSG00000206747,RNU6-245P
ENSG00000236735,RPL31P63
ENSG00000234463,COX6CP12
ENSG00000232267,ACTR3P2
ENSG00000213740,SERBP1P1
ENSG00000172186,HMGN1P35
ENSG00000215162,LINC00269
ENSG00000231706,CYCSP43
ENSG00000046651,OFD1
ENSG00000264604,AL158069.1
ENSG00000228160,RP13-57D9.3
ENSG00000272351,5S_rRNA
ENSG00000212434,U3
ENSG00000233229,CNOT7P1
ENSG00000211991,MIR676
ENSG00000226579,RP11-351K23.3
ENSG00000094841,UPRT
ENSG00000235382,MTND4P31
ENSG00000049768,FOXP3
ENSG00000049769,PPP1R3F
ENSG00000046653,GPM6B
ENSG00000220925,IGBP1-AS2
ENSG00000203588,IGBP1-AS1
ENSG00000242657,RN7SL581P
ENSG00000200473,RNA5SP507
ENSG00000231053,RP13-26D14.2
ENSG00000201377,RNY4P23
ENSG00000200431,RNU4-81P
ENSG00000231651,DLG3-AS1
ENSG00000230187,RP11-291O7.1
ENSG00000199769,U3
ENSG00000213747,RP13-278H16.2
ENSG00000230629,RPS23P8
ENSG00000229324,RP5-1091N2.3
ENSG00000212605,RNU1-56P
ENSG00000227536,SOCS5P4
ENSG00000101892,ATP1B4
ENSG00000046647,GEMIN8
ENSG00000101958,GLRA2
ENSG00000215274,GAGE10
ENSG00000224659,GAGE12J
ENSG00000237597,GAGE13
ENSG00000205775,GAGE2E
ENSG00000240257,GAGE2D
ENSG00000265502,RN7SL746P
ENSG00000241465,GAGE12I
ENSG00000196924,FLNA
ENSG00000265597,AL590764.1
ENSG00000228427,RP5-1091N2.9
ENSG00000255591,AL590762.1
ENSG00000224208,AL590762.6
ENSG00000236249,GAGE2C
ENSG00000213706,AL590762.7
ENSG00000231850,GAGE2B
ENSG00000229601,AL590762.10
ENSG00000236737,GAGE12B
ENSG00000213018,AL590762.11
ENSG00000237671,GAGE12C
ENSG00000252525,snoU13
ENSG00000102383,ZDHHC15
ENSG00000199751,Y_RNA
ENSG00000243468,INGX
ENSG00000215120,AL590763.5
ENSG00000264855,AL590763.1
ENSG00000181544,FANCB
ENSG00000227488,GAGE12D
ENSG00000216649,GAGE12E
ENSG00000005893,LAMP2
ENSG00000130150,MOSPD2
ENSG00000236362,GAGE12F
ENSG00000215269,GAGE12G
ENSG00000224902,GAGE12H
ENSG00000189064,GAGE2A
ENSG00000205777,GAGE1
ENSG00000068985,PAGE1
ENSG00000237265,RP11-402P6.9
ENSG00000230934,RP11-402P6.2
ENSG00000215115,CXorf49
ENSG00000102048,ASB9
ENSG00000226870,BX276092.2
ENSG00000238106,RP11-402P6.7
ENSG00000237182,RP11-402P6.3
ENSG00000237717,RP11-402P6.4
ENSG00000221684,BX276092.1
ENSG00000231774,RP11-402P6.11
ENSG00000234442,BX276092.3
ENSG00000215113,CXorf49B
ENSG00000224617,RP11-402P6.5
ENSG00000229030,RP11-402P6.6
ENSG00000201392,RNU6-1078P
ENSG00000196933,RPS26P11
ENSG00000248345,RP11-262D11.1
ENSG00000215933,BX119917.1
ENSG00000165192,ASB11
ENSG00000225471,RP11-262D11.2
ENSG00000239577,RN7SL388P
ENSG00000264396,RN7SL264P
ENSG00000238926,Y_RNA
ENSG00000101951,PAGE4
ENSG00000222810,RNU2-68P
ENSG00000225858,RP1-172N19.3
ENSG00000231944,PHKA1-AS1
ENSG00000202482,U3
ENSG00000242013,USP27X
ENSG00000213698,RP1-172N19.4
ENSG00000201271,RNU1-112P
ENSG00000269911,FAM226B
ENSG00000229583,RP1-172N19.1
ENSG00000165195,PIGA
ENSG00000171365,CLCN5
ENSG00000225396,RP11-69A21.2
ENSG00000186675,MAGEE2
ENSG00000102390,PBDC1
ENSG00000204119,LINC00684
ENSG00000198934,MAGEE1
ENSG00000196468,FGF16
ENSG00000165197,FIGF
ENSG00000226725,RP11-493K23.1
ENSG00000085224,ATRX
ENSG00000231963,RP11-493K23.4
ENSG00000230311,AC004074.3
ENSG00000237014,AC004074.4
ENSG00000087842,PIR
ENSG00000225664,YWHAZP8
ENSG00000207486,RNU6-1044P
ENSG00000233162,MORF4L1P6
ENSG00000269904,MAP2K4P1
ENSG00000237475,RPL7P53
ENSG00000230146,SEPHS1P4
ENSG00000270641,TSIX
ENSG00000229807,XIST
ENSG00000158290,CUL4B
ENSG00000102010,BMX
ENSG00000147081,AKAP4
ENSG00000130234,ACE2
ENSG00000182707,FXYD6P3
ENSG00000225470,JPX
ENSG00000228906,RP13-216E22.4
ENSG00000147082,CCNB3
ENSG00000147003,TMEM27
ENSG00000271199,RP13-216E22.5
ENSG00000230590,FTX
ENSG00000169239,CA5B
ENSG00000169249,ZRSR2
ENSG00000232119,MCTS1
ENSG00000270223,RP13-36G14.4
ENSG00000233984,RPSAP14
ENSG00000182287,AP1S2
ENSG00000203397,RP13-36G14.3
ENSG00000234969,RP13-33H18.1
ENSG00000223650,UHRF2P1
ENSG00000232928,DDX3YP1
ENSG00000126010,GRPR
ENSG00000182798,MAGEB17
ENSG00000158352,SHROOM4
ENSG00000047230,CTPS2
ENSG00000171155,C1GALT1C1
ENSG00000236446,CT47B1
ENSG00000226685,CT47A12
ENSG00000226929,CT47A11
ENSG00000230986,DDX3YP2
ENSG00000224430,MKRN5P
ENSG00000169906,S100G
ENSG00000231549,USMG5P1
ENSG00000204113,BMP2KL
ENSG00000169895,SYAP1
ENSG00000271430,RP3-368A4.5
ENSG00000228492,RAB11FIP1P1
ENSG00000224089,CT47A10
ENSG00000271533,RP3-368A4.6
ENSG00000202566,MIR421
ENSG00000212027,MIR374B
ENSG00000265727,RN7SL648P
ENSG00000207820,MIR545
ENSG00000199168,MIR374A
ENSG00000226515,AC004386.3
ENSG00000213269,AC004386.4
ENSG00000239745,RN7SL790P
ENSG00000230665,PRKRIRP1
ENSG00000213695,RPS7P14
ENSG00000102158,MAGT1
ENSG00000264531,RN7SL641P
ENSG00000231206,HNRNPA1P25
ENSG00000086712,TXLNG
ENSG00000226600,CT47A9
ENSG00000230673,PABPC1P3
ENSG00000199885,RNU6-330P
ENSG00000271589,RP11-130N24.2
ENSG00000229661,RP11-145B3.2
ENSG00000199601,RNU6-562P
ENSG00000232186,RP11-311P8.2
ENSG00000233254,RPL21P134
ENSG00000230347,CT47A8
ENSG00000237089,PCNPP4
ENSG00000224775,BRAFP1
ENSG00000228517,CT47A7
ENSG00000215105,TTC3P1
ENSG00000233063,SAR1AP4
ENSG00000226753,RP11-212D3.2
ENSG00000237957,CT47A5
ENSG00000255752,AL451105.1
ENSG00000102054,RBBP7
ENSG00000226854,RP11-212D3.4
ENSG00000232332,RP3-481A17.1
ENSG00000237252,RP11-322A17.1
ENSG00000226023,CT47A6
ENSG00000230594,CT47A4
ENSG00000201826,RNU6-867P
ENSG00000213684,LDHBP2
ENSG00000223259,RNA5SP508
ENSG00000235447,RP1-279N11.1
ENSG00000207995,MIR325
ENSG00000201447,RNA5SP509
ENSG00000234404,BX682235.1
ENSG00000236126,CT47A3
ENSG00000130385,BMP15
ENSG00000237106,FABP5P15
ENSG00000200906,RNU6-854P
ENSG00000263410,RN7SL460P
ENSG00000122824,NUDT10
ENSG00000248503,RP5-1000K24.2
ENSG00000169891,REPS2
ENSG00000223592,FNDC3CP
ENSG00000187690,CXorf67
ENSG00000224755,HMGN1P34
ENSG00000235061,UBE2V1P7
ENSG00000196368,NUDT11
ENSG00000271433,PPATP2
ENSG00000227645,RPL7P54
ENSG00000232168,RP11-180D15.1
ENSG00000271005,RP11-159L8.2
ENSG00000225025,KIF4CP
ENSG00000189369,GSPT2
ENSG00000188158,NHS
ENSG00000179222,MAGED1
ENSG00000131174,COX7B
ENSG00000047634,SCML1
ENSG00000236371,CT47A1
ENSG00000242362,CT47A2
ENSG00000165240,ATP7A
ENSG00000270268,RP1-164L12.1
ENSG00000215104,CHMP1B2P
ENSG00000131831,RAI2
ENSG00000177324,BEND2
ENSG00000230247,HNRNPH3P1
ENSG00000228051,RP11-325E14.2
ENSG00000228612,HK2P1
ENSG00000225715,RP11-325E14.5
ENSG00000102098,SCML2
ENSG00000239008,ACA64
ENSG00000212623,RNU6-493P
ENSG00000073905,VDAC1P1
ENSG00000212546,RNU6-995P
ENSG00000264374,AL357115.1
ENSG00000231875,RP11-346E8.1
ENSG00000224523,RP13-52K8.1
ENSG00000182890,GLUD2
ENSG00000233446,XXyac-YR12DB5.1
ENSG00000206826,RNU6-974P
ENSG00000228041,RP4-581F12.1
ENSG00000008086,CDKL5
ENSG00000213653,RPL22P22
ENSG00000102119,EMD
ENSG00000125675,GRIA3
ENSG00000202183,SNORA4
ENSG00000236365,RP5-849L7.1
ENSG00000232735,ATG4AP1
ENSG00000272066,RP3-326L13.2
ENSG00000272294,RP3-326L13.3
ENSG00000236870,RP1-223D17.1
ENSG00000215102,TERF1P4
ENSG00000226784,PGAM4
ENSG00000102104,RS1
ENSG00000102144,PGK1
ENSG00000086717,PPEF1
ENSG00000147403,RPL10
ENSG00000044446,PHKA2
ENSG00000182776,RP11-114H20.1
ENSG00000013563,DNASE1L1
ENSG00000187243,MAGED4B
ENSG00000125676,THOC2
ENSG00000173698,GPR64
ENSG00000102125,TAZ
ENSG00000154545,MAGED4
ENSG00000131828,PDHA1
ENSG00000187325,TAF9B
ENSG00000101966,XIAP
ENSG00000180815,MAP3K15
ENSG00000173198,CYSLTR1
ENSG00000179028,RP11-363G10.2
ENSG00000155622,XAGE2B
ENSG00000179300,ZCCHC5
ENSG00000147010,SH3KBP1
ENSG00000204382,XAGE1B
ENSG00000147145,LPAR4
ENSG00000078589,P2RY10
ENSG00000147138,GPR174
ENSG00000078596,ITM2A
ENSG00000173681,CXorf23
ENSG00000204379,XAGE1A
ENSG00000185751,XAGE2
ENSG00000184368,MAP7D2
ENSG00000101972,STAG2
ENSG00000183461,XAGE1C
ENSG00000173674,EIF1AX
ENSG00000177189,RPS6KA3
ENSG00000071553,ATP6AP1
ENSG00000149970,CNKSR2
ENSG00000185915,KLHL34
ENSG00000204376,XAGE1D
ENSG00000091482,SMPX
ENSG00000012174,MBTPS2
ENSG00000230797,YY2
ENSG00000102172,SMS
ENSG00000204375,XAGE1E
ENSG00000203879,GDI1
ENSG00000122145,TBX22
ENSG00000102174,PHEX
ENSG00000175809,ZNF645
ENSG00000184735,DDX53
ENSG00000165186,PTCHD1
ENSG00000123131,PRDX4
ENSG00000187754,SSX7
ENSG00000241476,SSX2
ENSG00000123130,ACOT9
ENSG00000071859,FAM50A
ENSG00000174016,FAM46D
ENSG00000130066,SAT1
ENSG00000165288,BRWD3
ENSG00000157950,SSX2B
ENSG00000184831,APOO
ENSG00000165182,CXorf58
ENSG00000174010,KLHL15
ENSG00000130741,EIF2S3
ENSG00000204363,SPANXN5
ENSG00000171405,XAGE5
ENSG00000005889,ZFX
ENSG00000171402,XAGE3
ENSG00000130827,PLXNA3
ENSG00000179304,FAM156B
ENSG00000067992,PDK3
ENSG00000102230,PCYT1B
ENSG00000101868,POLA1
ENSG00000196976,LAGE3
ENSG00000004848,ARX
ENSG00000176774,MAGEB18
ENSG00000176746,MAGEB6
ENSG00000188408,MAGEB5
ENSG00000189186,DCAF8L2
ENSG00000177689,MAGEB10
ENSG00000226372,DCAF8L1
ENSG00000169306,IL1RAPL1
ENSG00000183918,SH2D1A
ENSG00000099399,MAGEB2
ENSG00000198798,MAGEB3
ENSG00000120289,MAGEB4
ENSG00000214107,MAGEB1
ENSG00000182646,FAM156A
ENSG00000169297,NR0B1
ENSG00000120280,CXorf21
ENSG00000198814,GK
ENSG00000157625,TAB3
ENSG00000009694,TENM1
ENSG00000132446,FTHL17
ENSG00000184194,GPR173
ENSG00000184205,TSPYL2
ENSG00000198157,HMGN5
ENSG00000198354,DCAF12L2
ENSG00000198889,DCAF12L1
ENSG00000183631,CXorf64
ENSG00000123165,ACTRT1
ENSG00000198947,DMD
ENSG00000102038,SMARCA1
ENSG00000102178,UBL4A
ENSG00000126903,SLC10A3
ENSG00000071889,FAM3A
ENSG00000131171,SH3BGRL
ENSG00000185448,FAM47A
ENSG00000147027,TMEM47
ENSG00000189132,FAM47B
ENSG00000196767,POU3F4
ENSG00000189023,MAGEB16
ENSG00000183035,CYLC1
ENSG00000122126,OCRL
ENSG00000165164,CXorf22
ENSG00000072133,RPS6KA6
ENSG00000176034,CHDC2
ENSG00000205081,CXorf30
ENSG00000198173,FAM47C
ENSG00000130962,PRRG1
ENSG00000250349,TM4SF2
ENSG00000147036,LANCL3
ENSG00000047597,XK
ENSG00000165168,CYBB
ENSG00000165169,DYNLT3
ENSG00000126012,KDM5C
ENSG00000187516,CXorf27
ENSG00000147041,SYTL5
ENSG00000101955,SRPX
ENSG00000160211,G6PD
ENSG00000156313,RPGR
ENSG00000165259,HDX
ENSG00000171388,APLN
ENSG00000122121,XPNPEP2
ENSG00000122122,SASH3
ENSG00000036473,OTC
ENSG00000155008,APOOL
ENSG00000156298,TSPAN7
ENSG00000124313,IQSEC2
ENSG00000165175,MID1IP1
ENSG00000184788,SATL1
ENSG00000188706,ZDHHC9
ENSG00000183337,BCOR
ENSG00000147180,ZNF711
ENSG00000182220,ATP6AP2
ENSG00000072501,SMC1A
ENSG00000185753,CXorf38
ENSG00000124429,POF1B
ENSG00000180182,MED14
ENSG00000156697,UTP14A
ENSG00000124486,USP9X
ENSG00000073009,IKBKG
ENSG00000188419,CHM
ENSG00000215301,DDX3X
ENSG00000126733,DACH2
ENSG00000158423,RIBC1
ENSG00000188937,NYX
ENSG00000085185,BCORL1
ENSG00000183678,CTAG1A
ENSG00000184033,CTAG1B
ENSG00000126890,CTAG2
ENSG00000160219,GAB3
ENSG00000147044,CASK
ENSG00000072506,HSD17B10
ENSG00000102271,KLHL4
ENSG00000102034,ELF4
ENSG00000130826,DKC1
ENSG00000171659,GPR34
ENSG00000171657,GPR82
ENSG00000147183,CPXCR1
ENSG00000189221,MAOA
ENSG00000153779,TGIF2LX
ENSG00000130830,MPP1
ENSG00000156709,AIFM1
ENSG00000069535,MAOB
ENSG00000124479,NDP
ENSG00000183690,EFHC2
ENSG00000069509,FUNDC1
ENSG00000189037,DUSP21
ENSG00000174740,PABPC5
ENSG00000102290,PCDH11X
ENSG00000147050,KDM6A
ENSG00000086758,HUWE1
ENSG00000186310,NAP1L3
ENSG00000179083,FAM133A
ENSG00000147113,CXorf36
ENSG00000147202,DIAPH2
ENSG00000147121,KRBOX4
ENSG00000251192,ZNF674
ENSG00000147119,CHST7
ENSG00000065923,SLC9A7
ENSG00000102218,RP2
ENSG00000204904,CXorf31
ENSG00000102221,JADE3
ENSG00000130988,RGN
ENSG00000147123,NDUFB11
ENSG00000182872,RBM10
ENSG00000203870,SMIM9
ENSG00000185010,F8
ENSG00000204086,RPA4
ENSG00000165194,PCDH19
ENSG00000130985,UBA1
ENSG00000198082,H2AFB1
ENSG00000197932,F8A1
ENSG00000165775,FUNDC2
ENSG00000134594,RAB33A
ENSG00000056277,ZNF280C
ENSG00000214827,MTCP1
ENSG00000000005,TNMD
ENSG00000000003,TSPAN6
ENSG00000102225,CDK16
ENSG00000102078,SLC25A14
ENSG00000182712,CMC4
ENSG00000185515,BRCC3
ENSG00000102226,USP11
ENSG00000147117,ZNF157
ENSG00000147124,ZNF41
ENSG00000196741,CXorf24
ENSG00000155959,VBP1
ENSG00000078061,ARAF
ENSG00000008056,SYN1
ENSG00000155961,RAB39B
ENSG00000155962,CLIC2
ENSG00000102265,TIMP1
ENSG00000198307,H2AFB2
ENSG00000198444,F8A2
ENSG00000185990,F8A3
ENSG00000185978,H2AFB3
ENSG00000126759,CFP
ENSG00000185973,TMLHE
ENSG00000126767,ELK1
ENSG00000102359,SRPX2
ENSG00000126756,UXT
ENSG00000197779,ZNF81
ENSG00000147118,ZNF182
ENSG00000102362,SYTL4
ENSG00000221994,ZNF630
ENSG00000172943,PHF8
ENSG00000171489,SPACA5
ENSG00000171478,SPACA5B
ENSG00000147262,GPR119
ENSG00000165583,SSX5
ENSG00000134597,RBMX2
ENSG00000126752,SSX1
ENSG00000165584,SSX3
ENSG00000204645,SSX4
ENSG00000101811,CSTF2
ENSG00000198946,SSX4B
ENSG00000168939,SPRY3
ENSG00000124333,VAMP7
ENSG00000017483,SLC38A5
ENSG00000068438,FTSJ1
ENSG00000007952,NOX1
ENSG00000102312,PORCN
ENSG00000124334,IL9R
ENSG00000228572,LL0YNC03-29C1.1
ENSG00000226179,LINC00685
ENSG00000266731,AL732314.1
ENSG00000234958,FABP5P13
ENSG00000229232,KRT18P53
ENSG00000237531,RP11-309M23.1
